orgid,name,sectorid
213,Land Conservancy for Southern Chester County (The),17
213,Land Conservancy for Southern Chester County (The),18
213,Land Conservancy for Southern Chester County (The),19
214,"Land Stewards, LLC Ecological Landscape Design",11
214,"Land Stewards, LLC Ecological Landscape Design",16
215,Langdon Photography,3
216,Lauren Buckley Acupuncture,9
218,League of Conservation Voters,1
218,League of Conservation Voters,4
218,League of Conservation Voters,5
218,League of Conservation Voters,6
218,League of Conservation Voters,10
218,League of Conservation Voters,12
218,League of Conservation Voters,16
218,League of Conservation Voters,17
218,League of Conservation Voters,18
219,Lehigh County Conservation District,4
219,Lehigh County Conservation District,6
219,Lehigh County Conservation District,10
219,Lehigh County Conservation District,12
220,Lenape Nation of Pennsylvania,4
220,Lenape Nation of Pennsylvania,6
220,Lenape Nation of Pennsylvania,7
220,Lenape Nation of Pennsylvania,17
220,Lenape Nation of Pennsylvania,18
222,Lower Merion Conservancy,1
222,Lower Merion Conservancy,2
222,Lower Merion Conservancy,10
222,Lower Merion Conservancy,13
222,Lower Merion Conservancy,16
222,Lower Merion Conservancy,19
223,Lower Perkiomen Valley Park,19
224,Lutheran Theological Seminary Green Team,4
224,Lutheran Theological Seminary Green Team,6
224,Lutheran Theological Seminary Green Team,7
224,Lutheran Theological Seminary Green Team,11
224,Lutheran Theological Seminary Green Team,14
224,Lutheran Theological Seminary Green Team,16
225,Main Street Sustainable Film / Discussion Program,4
225,Main Street Sustainable Film / Discussion Program,6
225,Main Street Sustainable Film / Discussion Program,16
226,Mair Affair,3
226,Mair Affair,13
227,Master Gardener Program of Chester County,11
228,Maysie's Farm Conservation Center,4
228,Maysie's Farm Conservation Center,11
228,Maysie's Farm Conservation Center,16
229,Mid-Atlantic Renewable Energy Association,1
229,Mid-Atlantic Renewable Energy Association,2
229,Mid-Atlantic Renewable Energy Association,4
229,Mid-Atlantic Renewable Energy Association,5
229,Mid-Atlantic Renewable Energy Association,6
229,Mid-Atlantic Renewable Energy Association,8
229,Mid-Atlantic Renewable Energy Association,9
229,Mid-Atlantic Renewable Energy Association,10
229,Mid-Atlantic Renewable Energy Association,11
229,Mid-Atlantic Renewable Energy Association,14
229,Mid-Atlantic Renewable Energy Association,16
229,Mid-Atlantic Renewable Energy Association,17
229,Mid-Atlantic Renewable Energy Association,18
230,Middletown Township Land Conservancy,10
231,Mike Dupuy Falconry,4
231,Mike Dupuy Falconry,13
231,Mike Dupuy Falconry,18
232,Mill Creek Farm (The),2
232,Mill Creek Farm (The),4
232,Mill Creek Farm (The),5
232,Mill Creek Farm (The),6
232,Mill Creek Farm (The),8
232,Mill Creek Farm (The),10
232,Mill Creek Farm (The),11
232,Mill Creek Farm (The),13
232,Mill Creek Farm (The),14
232,Mill Creek Farm (The),16
232,Mill Creek Farm (The),17
232,Mill Creek Farm (The),18
233,Mishkan Shalom- Green & Sustainability Committee,5
233,Mishkan Shalom- Green & Sustainability Committee,7
233,Mishkan Shalom- Green & Sustainability Committee,14
233,Mishkan Shalom- Green & Sustainability Committee,16
234,MMR Growing Greener Grant Projects,7
234,MMR Growing Greener Grant Projects,17
235,MonDaug Bark Park,13
236,Montgomery County Community Action Development Commission,6
236,Montgomery County Community Action Development Commission,8
236,Montgomery County Community Action Development Commission,10
236,Montgomery County Community Action Development Commission,11
236,Montgomery County Community Action Development Commission,16
236,Montgomery County Community Action Development Commission,18
237,Montgomery County Community College,4
237,Montgomery County Community College,9
237,Montgomery County Community College,10
237,Montgomery County Community College,17
238,Montgomery County Conservation District,10
238,Montgomery County Conservation District,12
238,Montgomery County Conservation District,16
238,Montgomery County Conservation District,17
239,Montgomery County Lands Trust,10
239,Montgomery County Lands Trust,17
239,Montgomery County Lands Trust,18
239,Montgomery County Lands Trust,19
240,Montgomery County Planning Commission,10
240,Montgomery County Planning Commission,12
241,Montgomery Twp EAC (Enviro. Advisory Committee),10
241,Montgomery Twp EAC (Enviro. Advisory Committee),12
241,Montgomery Twp EAC (Enviro. Advisory Committee),14
241,Montgomery Twp EAC (Enviro. Advisory Committee),17
242,Mt Airy Greening Net,5
242,Mt Airy Greening Net,14
242,Mt Airy Greening Net,16
243,Mugshots Cafe & Book Club,8
244,Narberth Greens,16
245,Narberth Greens,16
246,Nat. Assoc. of Professional Organizers - Greater Phila. Chapter (NAPO-GPC),14
246,Nat. Assoc. of Professional Organizers - Greater Phila. Chapter (NAPO-GPC),16
247,National Complete Streets Coalition,1
247,National Complete Streets Coalition,4
247,National Complete Streets Coalition,5
247,National Complete Streets Coalition,6
247,National Complete Streets Coalition,9
247,National Complete Streets Coalition,10
247,National Complete Streets Coalition,12
247,National Complete Streets Coalition,13
247,National Complete Streets Coalition,15
248,National Latino Coalition on Climate Change,4
248,National Latino Coalition on Climate Change,5
248,National Latino Coalition on Climate Change,6
249,National Parks Conservation Association,1
249,National Parks Conservation Association,10
249,National Parks Conservation Association,17
249,National Parks Conservation Association,18
250,"Native Return, LLC",10
250,"Native Return, LLC",11
250,"Native Return, LLC",18
251,Natural Lands Trust,10
251,Natural Lands Trust,11
251,Natural Lands Trust,18
252,Natural Lifestyle Network,4
253,Nature Conservancy (The),5
253,Nature Conservancy (The),8
253,Nature Conservancy (The),9
253,Nature Conservancy (The),10
253,Nature Conservancy (The),11
253,Nature Conservancy (The),17
253,Nature Conservancy (The),18
254,Neighborhood Gardens Association,6
254,Neighborhood Gardens Association,11
255,New Jersey Tree Foundation (The): Urban Airshed Reforestation Program,1
255,New Jersey Tree Foundation (The): Urban Airshed Reforestation Program,10
255,New Jersey Tree Foundation (The): Urban Airshed Reforestation Program,11
255,New Jersey Tree Foundation (The): Urban Airshed Reforestation Program,17
256,"Next American City, Inc. (The)",1
256,"Next American City, Inc. (The)",4
256,"Next American City, Inc. (The)",9
256,"Next American City, Inc. (The)",10
256,"Next American City, Inc. (The)",12
256,"Next American City, Inc. (The)",14
256,"Next American City, Inc. (The)",16
257,NJ Community Water Watch,4
257,NJ Community Water Watch,9
257,NJ Community Water Watch,17
258,Nonprofit Finance Fund,3
258,Nonprofit Finance Fund,12
259,Norris Square Neighborhood Project,11
260,North American Land Trust,10
260,North American Land Trust,11
261,"Northeast Region, Chi Eta Phi",1
261,"Northeast Region, Chi Eta Phi",4
261,"Northeast Region, Chi Eta Phi",6
261,"Northeast Region, Chi Eta Phi",7
261,"Northeast Region, Chi Eta Phi",9
261,"Northeast Region, Chi Eta Phi",14
261,"Northeast Region, Chi Eta Phi",16
261,"Northeast Region, Chi Eta Phi",17
262,Northeast Tree Tenders,1
262,Northeast Tree Tenders,6
262,Northeast Tree Tenders,9
262,Northeast Tree Tenders,10
262,Northeast Tree Tenders,11
262,Northeast Tree Tenders,16
262,Northeast Tree Tenders,18
263,o2 Philadelphia Sustainable Design Network,2
263,o2 Philadelphia Sustainable Design Network,3
263,o2 Philadelphia Sustainable Design Network,16
264,Or Hadash Environmental Working Group,5
264,Or Hadash Environmental Working Group,7
265,Organic Home LLC.,2
265,Organic Home LLC.,3
266,organics4me,9
266,organics4me,16
267,Orgotton,3
267,Orgotton,16
268,Outdoor Singles,13
269,PA Alliance of Environmental Educators,3
269,PA Alliance of Environmental Educators,4
269,PA Alliance of Environmental Educators,5
269,PA Alliance of Environmental Educators,6
269,PA Alliance of Environmental Educators,7
269,PA Alliance of Environmental Educators,9
269,PA Alliance of Environmental Educators,12
269,PA Alliance of Environmental Educators,13
269,PA Alliance of Environmental Educators,14
269,PA Alliance of Environmental Educators,15
269,PA Alliance of Environmental Educators,16
270,PA Center for Environmental Education,1
270,PA Center for Environmental Education,2
270,PA Center for Environmental Education,3
270,PA Center for Environmental Education,4
270,PA Center for Environmental Education,5
270,PA Center for Environmental Education,6
270,PA Center for Environmental Education,7
270,PA Center for Environmental Education,8
270,PA Center for Environmental Education,9
270,PA Center for Environmental Education,10
270,PA Center for Environmental Education,11
270,PA Center for Environmental Education,12
270,PA Center for Environmental Education,13
270,PA Center for Environmental Education,14
270,PA Center for Environmental Education,15
270,PA Center for Environmental Education,16
270,PA Center for Environmental Education,17
270,PA Center for Environmental Education,18
271,PA Chapter Sierra Club,1
271,PA Chapter Sierra Club,5
271,PA Chapter Sierra Club,6
271,PA Chapter Sierra Club,14
271,PA Chapter Sierra Club,17
271,PA Chapter Sierra Club,18
272,PA Cleanways,4
272,PA Cleanways,17
272,PA Cleanways,18
274,PA Dept. of Conservation and Natural Resources,1
274,PA Dept. of Conservation and Natural Resources,3
274,PA Dept. of Conservation and Natural Resources,4
274,PA Dept. of Conservation and Natural Resources,5
274,PA Dept. of Conservation and Natural Resources,6
274,PA Dept. of Conservation and Natural Resources,7
274,PA Dept. of Conservation and Natural Resources,8
274,PA Dept. of Conservation and Natural Resources,9
274,PA Dept. of Conservation and Natural Resources,10
274,PA Dept. of Conservation and Natural Resources,11
274,PA Dept. of Conservation and Natural Resources,12
274,PA Dept. of Conservation and Natural Resources,13
274,PA Dept. of Conservation and Natural Resources,14
274,PA Dept. of Conservation and Natural Resources,15
274,PA Dept. of Conservation and Natural Resources,16
274,PA Dept. of Conservation and Natural Resources,17
274,PA Dept. of Conservation and Natural Resources,18
275,PA Dept. of Environmental Protection,1
275,PA Dept. of Environmental Protection,2
275,PA Dept. of Environmental Protection,3
275,PA Dept. of Environmental Protection,4
275,PA Dept. of Environmental Protection,5
275,PA Dept. of Environmental Protection,6
275,PA Dept. of Environmental Protection,7
275,PA Dept. of Environmental Protection,8
275,PA Dept. of Environmental Protection,9
275,PA Dept. of Environmental Protection,10
275,PA Dept. of Environmental Protection,11
275,PA Dept. of Environmental Protection,12
275,PA Dept. of Environmental Protection,13
275,PA Dept. of Environmental Protection,14
275,PA Dept. of Environmental Protection,15
275,PA Dept. of Environmental Protection,16
275,PA Dept. of Environmental Protection,17
275,PA Dept. of Environmental Protection,18
276,Pa. Interfaith Climate Change Campaign,5
276,Pa. Interfaith Climate Change Campaign,7
277,Pachamama Alliance,6
278,Paige Wolf Media & Public Relations,3
278,Paige Wolf Media & Public Relations,16
279,Paradise Farm Camps,4
279,Paradise Farm Camps,6
279,Paradise Farm Camps,7
279,Paradise Farm Camps,9
279,Paradise Farm Camps,13
279,Paradise Farm Camps,14
279,Paradise Farm Camps,15
279,Paradise Farm Camps,18
280,Park Creek Watershed Association,17
281,Parkside Business & Community in Partnership,3
281,Parkside Business & Community in Partnership,5
281,Parkside Business & Community in Partnership,6
281,Parkside Business & Community in Partnership,16
282,Partnership for the Delaware Estuary,4
282,Partnership for the Delaware Estuary,6
282,Partnership for the Delaware Estuary,9
282,Partnership for the Delaware Estuary,11
282,Partnership for the Delaware Estuary,12
282,Partnership for the Delaware Estuary,13
282,Partnership for the Delaware Estuary,14
282,Partnership for the Delaware Estuary,16
282,Partnership for the Delaware Estuary,17
282,Partnership for the Delaware Estuary,18
282,Partnership for the Delaware Estuary,19
284,Peak Center's Senior Environment Corps (The),15
284,Peak Center's Senior Environment Corps (The),17
285,Penn Wynne Green,4
285,Penn Wynne Green,9
286,PennEnvironment,1
286,PennEnvironment,5
286,PennEnvironment,9
286,PennEnvironment,10
286,PennEnvironment,12
288,PennFuture,3
288,PennFuture,4
288,PennFuture,5
288,PennFuture,10
288,PennFuture,12
288,PennFuture,14
288,PennFuture,17
288,PennFuture,18
289,Pennsbury Land Trust,10
290,Pennsylvania Association for Sustainable Agriculture,4
290,Pennsylvania Association for Sustainable Agriculture,6
290,Pennsylvania Association for Sustainable Agriculture,8
290,Pennsylvania Association for Sustainable Agriculture,11
291,Pennsylvania Association of Environmental Educators,4
292,Pennsylvania Association of Environmental Professionals,1
292,Pennsylvania Association of Environmental Professionals,2
292,Pennsylvania Association of Environmental Professionals,3
292,Pennsylvania Association of Environmental Professionals,4
292,Pennsylvania Association of Environmental Professionals,5
292,Pennsylvania Association of Environmental Professionals,6
292,Pennsylvania Association of Environmental Professionals,8
292,Pennsylvania Association of Environmental Professionals,9
292,Pennsylvania Association of Environmental Professionals,10
292,Pennsylvania Association of Environmental Professionals,11
292,Pennsylvania Association of Environmental Professionals,12
292,Pennsylvania Association of Environmental Professionals,14
292,Pennsylvania Association of Environmental Professionals,16
292,Pennsylvania Association of Environmental Professionals,17
292,Pennsylvania Association of Environmental Professionals,18
293,Pennsylvania Biodiversity Partnership,18
294,Pennsylvania Community Forestry,3
294,Pennsylvania Community Forestry,4
294,Pennsylvania Community Forestry,5
294,Pennsylvania Community Forestry,6
294,Pennsylvania Community Forestry,8
294,Pennsylvania Community Forestry,9
294,Pennsylvania Community Forestry,10
294,Pennsylvania Community Forestry,11
294,Pennsylvania Community Forestry,12
294,Pennsylvania Community Forestry,16
294,Pennsylvania Community Forestry,17
294,Pennsylvania Community Forestry,18
295,Pennsylvania Environmental Citizens Online Network,1
295,Pennsylvania Environmental Citizens Online Network,2
295,Pennsylvania Environmental Citizens Online Network,3
295,Pennsylvania Environmental Citizens Online Network,4
295,Pennsylvania Environmental Citizens Online Network,5
295,Pennsylvania Environmental Citizens Online Network,6
295,Pennsylvania Environmental Citizens Online Network,7
295,Pennsylvania Environmental Citizens Online Network,8
295,Pennsylvania Environmental Citizens Online Network,9
295,Pennsylvania Environmental Citizens Online Network,10
295,Pennsylvania Environmental Citizens Online Network,11
295,Pennsylvania Environmental Citizens Online Network,12
295,Pennsylvania Environmental Citizens Online Network,13
295,Pennsylvania Environmental Citizens Online Network,14
295,Pennsylvania Environmental Citizens Online Network,15
295,Pennsylvania Environmental Citizens Online Network,16
295,Pennsylvania Environmental Citizens Online Network,17
295,Pennsylvania Environmental Citizens Online Network,18
296,Pennsylvania Environmental Council (PEC),4
296,Pennsylvania Environmental Council (PEC),5
296,Pennsylvania Environmental Council (PEC),6
296,Pennsylvania Environmental Council (PEC),10
296,Pennsylvania Environmental Council (PEC),11
296,Pennsylvania Environmental Council (PEC),12
296,Pennsylvania Environmental Council (PEC),13
296,Pennsylvania Environmental Council (PEC),16
296,Pennsylvania Environmental Council (PEC),17
296,Pennsylvania Environmental Council (PEC),18
297,Pennsylvania Environmental Defense Foundation (PEDF),4
297,Pennsylvania Environmental Defense Foundation (PEDF),6
297,Pennsylvania Environmental Defense Foundation (PEDF),9
297,Pennsylvania Environmental Defense Foundation (PEDF),10
297,Pennsylvania Environmental Defense Foundation (PEDF),11
297,Pennsylvania Environmental Defense Foundation (PEDF),12
297,Pennsylvania Environmental Defense Foundation (PEDF),13
297,Pennsylvania Environmental Defense Foundation (PEDF),14
297,Pennsylvania Environmental Defense Foundation (PEDF),15
297,Pennsylvania Environmental Defense Foundation (PEDF),17
297,Pennsylvania Environmental Defense Foundation (PEDF),18
298,Pennsylvania Fish and Boat Commission,4
298,Pennsylvania Fish and Boat Commission,12
298,Pennsylvania Fish and Boat Commission,13
298,Pennsylvania Fish and Boat Commission,15
298,Pennsylvania Fish and Boat Commission,17
298,Pennsylvania Fish and Boat Commission,18
299,Pennsylvania Green Growth Partnership,2
299,Pennsylvania Green Growth Partnership,3
299,Pennsylvania Green Growth Partnership,16
300,Pennsylvania Horticultural Society,4
300,Pennsylvania Horticultural Society,11
300,Pennsylvania Horticultural Society,13
301,Pennsylvania Institute for Conservation Education,4
301,Pennsylvania Institute for Conservation Education,11
301,Pennsylvania Institute for Conservation Education,15
301,Pennsylvania Institute for Conservation Education,17
301,Pennsylvania Institute for Conservation Education,18
302,Pennsylvania Land Trust Association,6
302,Pennsylvania Land Trust Association,10
302,Pennsylvania Land Trust Association,12
302,Pennsylvania Land Trust Association,13
302,Pennsylvania Land Trust Association,17
302,Pennsylvania Land Trust Association,18
303,Pennsylvania Landscape and Nursery Association,3
303,Pennsylvania Landscape and Nursery Association,4
303,Pennsylvania Landscape and Nursery Association,9
303,Pennsylvania Landscape and Nursery Association,11
303,Pennsylvania Landscape and Nursery Association,16
303,Pennsylvania Landscape and Nursery Association,18
304,Pennsylvania League of Conservation Voters,1
304,Pennsylvania League of Conservation Voters,5
304,Pennsylvania League of Conservation Voters,9
304,Pennsylvania League of Conservation Voters,10
304,Pennsylvania League of Conservation Voters,12
304,Pennsylvania League of Conservation Voters,16
304,Pennsylvania League of Conservation Voters,17
304,Pennsylvania League of Conservation Voters,18
305,Pennsylvania Organization for Watersheds and Rivers,13
305,Pennsylvania Organization for Watersheds and Rivers,17
306,Pennsylvania Recycling Markets Center (The),14
307,Pennsylvania Resources Council,1
307,Pennsylvania Resources Council,2
307,Pennsylvania Resources Council,4
307,Pennsylvania Resources Council,5
307,Pennsylvania Resources Council,14
307,Pennsylvania Resources Council,16
307,Pennsylvania Resources Council,17
308,Pennsylvania Water Environment Association,4
308,Pennsylvania Water Environment Association,5
308,Pennsylvania Water Environment Association,6
308,Pennsylvania Water Environment Association,9
308,Pennsylvania Water Environment Association,12
308,Pennsylvania Water Environment Association,15
308,Pennsylvania Water Environment Association,17
309,Pennypack Ecological Restoration Trust,4
309,Pennypack Ecological Restoration Trust,10
309,Pennypack Ecological Restoration Trust,11
309,Pennypack Ecological Restoration Trust,17
309,Pennypack Ecological Restoration Trust,18
309,Pennypack Ecological Restoration Trust,19
310,Pennypack Environmental Center,4
310,Pennypack Environmental Center,13
311,Pennypack Farm & Education Center,4
311,Pennypack Farm & Education Center,11
311,Pennypack Farm & Education Center,16
312,Perkiomen Watershed Conservancy,4
312,Perkiomen Watershed Conservancy,6
312,Perkiomen Watershed Conservancy,17
313,Pew Charitable Trusts (The),4
313,Pew Charitable Trusts (The),12
314,Philadelphia Green's Parks Revitalization Project,11
315,Philadelphia Million Solar Roofs Community Partnership,5
316,Philadelphia Oxfam Action Corps,5
316,Philadelphia Oxfam Action Corps,6
317,Philadelphia Parks Alliance,6
317,Philadelphia Parks Alliance,10
317,Philadelphia Parks Alliance,11
317,Philadelphia Parks Alliance,12
317,Philadelphia Parks Alliance,17
318,Philadelphia Solar Energy Association,1
318,Philadelphia Solar Energy Association,2
318,Philadelphia Solar Energy Association,5
318,Philadelphia Solar Energy Association,11
318,Philadelphia Solar Energy Association,12
318,Philadelphia Solar Energy Association,14
318,Philadelphia Solar Energy Association,16
319,Philadelphia Trail Club,13
320,Philadelphia Urban Food and Fitness Alliance,2
320,Philadelphia Urban Food and Fitness Alliance,8
320,Philadelphia Urban Food and Fitness Alliance,9
320,Philadelphia Urban Food and Fitness Alliance,11
320,Philadelphia Urban Food and Fitness Alliance,12
321,Philadelphia Yearly Meeting-Environmental Working Group,7
322,Philadelphia Zoo,4
322,Philadelphia Zoo,13
322,Philadelphia Zoo,18
323,Philagreen Hospitality Assnociation,3
323,Philagreen Hospitality Assnociation,4
323,Philagreen Hospitality Assnociation,14
324,Philly Growing Greener,6
325,Philly Wild Bird,4
325,Philly Wild Bird,18
326,PhillyCarShare,1
326,PhillyCarShare,5
326,PhillyCarShare,16
327,PhillyEcoCity.com,1
327,PhillyEcoCity.com,2
327,PhillyEcoCity.com,3
327,PhillyEcoCity.com,4
327,PhillyEcoCity.com,5
327,PhillyEcoCity.com,6
327,PhillyEcoCity.com,7
327,PhillyEcoCity.com,9
327,PhillyEcoCity.com,10
327,PhillyEcoCity.com,12
327,PhillyEcoCity.com,13
327,PhillyEcoCity.com,14
327,PhillyEcoCity.com,15
327,PhillyEcoCity.com,16
327,PhillyEcoCity.com,17
327,PhillyEcoCity.com,18
328,Phoenixville Farmers Market,8
328,Phoenixville Farmers Market,11
328,Phoenixville Farmers Market,16
329,Pinelands Preservation Alliance,6
329,Pinelands Preservation Alliance,10
329,Pinelands Preservation Alliance,12
329,Pinelands Preservation Alliance,13
329,Pinelands Preservation Alliance,17
329,Pinelands Preservation Alliance,18
330,PlanPhilly,10
331,Please Take Materials Exchange,2
331,Please Take Materials Exchange,4
331,Please Take Materials Exchange,13
331,Please Take Materials Exchange,14
331,Please Take Materials Exchange,16
332,Power with Purpose,1
332,Power with Purpose,5
332,Power with Purpose,9
332,Power with Purpose,16
333,Practical Energy Solutions,2
333,Practical Energy Solutions,5
334,"Princeton Hydro, LLC",10
334,"Princeton Hydro, LLC",17
334,"Princeton Hydro, LLC",18
336,Project for Nuclear Awareness,5
336,Project for Nuclear Awareness,9
336,Project for Nuclear Awareness,12
336,Project for Nuclear Awareness,16
337,Public Eye: Artists for Animals,13
338,Public Interest Law Center of Philadelphia,1
338,Public Interest Law Center of Philadelphia,4
338,Public Interest Law Center of Philadelphia,6
338,Public Interest Law Center of Philadelphia,9
338,Public Interest Law Center of Philadelphia,10
338,Public Interest Law Center of Philadelphia,12
339,pYour Nutrition,8
340,Quiet Riot (The),1
340,Quiet Riot (The),4
340,Quiet Riot (The),5
340,Quiet Riot (The),6
340,Quiet Riot (The),9
340,Quiet Riot (The),12
340,Quiet Riot (The),13
340,Quiet Riot (The),14
340,Quiet Riot (The),16
340,Quiet Riot (The),17
340,Quiet Riot (The),18
341,Radnor Conservancy,10
341,Radnor Conservancy,18
342,Raymond Proffitt Foundation,12
343,Recycle NOW Philadelphia Campaign,3
343,Recycle NOW Philadelphia Campaign,12
343,Recycle NOW Philadelphia Campaign,14
344,Recycle NOW West Philly,12
344,Recycle NOW West Philly,14
345,RecycleBank,14
346,Recycled Wares & Such,14
347,Recycling Alliance of Philadelphia,14
348,"Recycling Services, Inc.",14
349,Residential Mold Services,1
349,Residential Mold Services,2
349,Residential Mold Services,3
349,Residential Mold Services,9
350,Respect Program-By J.P.Mascaro & Sons (The),4
351,Ridley Creek State Park,4
351,Ridley Creek State Park,13
351,Ridley Creek State Park,18
352,Riverbend Environmental Education Center,4
352,Riverbend Environmental Education Center,13
352,Riverbend Environmental Education Center,17
352,Riverbend Environmental Education Center,18
352,Riverbend Environmental Education Center,19
353,"Roofscapes, Inc.",1
353,"Roofscapes, Inc.",2
353,"Roofscapes, Inc.",3
353,"Roofscapes, Inc.",5
353,"Roofscapes, Inc.",6
353,"Roofscapes, Inc.",9
353,"Roofscapes, Inc.",10
353,"Roofscapes, Inc.",11
353,"Roofscapes, Inc.",14
353,"Roofscapes, Inc.",16
353,"Roofscapes, Inc.",17
353,"Roofscapes, Inc.",18
354,Rutgers Solid Waste Resource Renewal Group,3
354,Rutgers Solid Waste Resource Renewal Group,8
354,Rutgers Solid Waste Resource Renewal Group,14
354,Rutgers Solid Waste Resource Renewal Group,16
355,Saddler's Woods Conservation Association,18
356,SAVE (Students Against Violating the Earth),1
356,SAVE (Students Against Violating the Earth),2
356,SAVE (Students Against Violating the Earth),4
356,SAVE (Students Against Violating the Earth),5
356,SAVE (Students Against Violating the Earth),10
356,SAVE (Students Against Violating the Earth),11
356,SAVE (Students Against Violating the Earth),13
356,SAVE (Students Against Violating the Earth),14
356,SAVE (Students Against Violating the Earth),16
356,SAVE (Students Against Violating the Earth),17
356,SAVE (Students Against Violating the Earth),18
357,SBN Circle of Entrepreneurs - Philadelphia,3
357,SBN Circle of Entrepreneurs - Philadelphia,16
358,SBN Circle of Entrepreneurs - West Chester,3
358,SBN Circle of Entrepreneurs - West Chester,4
358,SBN Circle of Entrepreneurs - West Chester,14
358,SBN Circle of Entrepreneurs - West Chester,16
359,Schuylkill Canal Association,4
359,Schuylkill Canal Association,9
359,Schuylkill Canal Association,13
359,Schuylkill Canal Association,17
359,Schuylkill Canal Association,18
359,Schuylkill Canal Association,19
360,Schuylkill Center for Environmental Education (The),4
360,Schuylkill Center for Environmental Education (The),11
360,Schuylkill Center for Environmental Education (The),13
360,Schuylkill Center for Environmental Education (The),18
361,Schuylkill River Heritage Area,10
361,Schuylkill River Heritage Area,13
361,Schuylkill River Heritage Area,17
362,Schuylkill River Park Alliance,10
362,Schuylkill River Park Alliance,12
362,Schuylkill River Park Alliance,13
362,Schuylkill River Park Alliance,17
363,SCRUB,6
363,SCRUB,10
363,SCRUB,12
364,"Sea Change, Inc",8
364,"Sea Change, Inc",11
364,"Sea Change, Inc",13
364,"Sea Change, Inc",16
365,Seeds for Change Wellness Center,9
366,Service Lamp Corporation,2
366,Service Lamp Corporation,4
366,Service Lamp Corporation,5
366,Service Lamp Corporation,14
366,Service Lamp Corporation,16
367,Shalom Center,5
367,Shalom Center,7
367,Shalom Center,12
368,Sierra Club of Southeastern PA,1
368,Sierra Club of Southeastern PA,9
368,Sierra Club of Southeastern PA,13
368,Sierra Club of Southeastern PA,14
368,Sierra Club of Southeastern PA,16
368,Sierra Club of Southeastern PA,17
368,Sierra Club of Southeastern PA,18
369,"Sierra Club Singles, Southeastern Pennsylvania Chapter",13
370,Sierra Inner City Outings,4
370,Sierra Inner City Outings,13
372,Silver Lake Nature Center,4
372,Silver Lake Nature Center,13
372,Silver Lake Nature Center,14
372,Silver Lake Nature Center,16
372,Silver Lake Nature Center,17
372,Silver Lake Nature Center,18
372,Silver Lake Nature Center,19
373,Smart Building Talk,1
373,Smart Building Talk,2
373,Smart Building Talk,3
373,Smart Building Talk,4
373,Smart Building Talk,5
373,Smart Building Talk,6
373,Smart Building Talk,9
373,Smart Building Talk,10
373,Smart Building Talk,11
373,Smart Building Talk,12
373,Smart Building Talk,14
373,Smart Building Talk,16
373,Smart Building Talk,17
374,SmartPower,1
374,SmartPower,4
374,SmartPower,5
374,SmartPower,6
374,SmartPower,9
374,SmartPower,12
374,SmartPower,16
375,Society of Women Environmental Professionals of Greater Philadelphia (The),3
375,Society of Women Environmental Professionals of Greater Philadelphia (The),4
375,Society of Women Environmental Professionals of Greater Philadelphia (The),12
375,Society of Women Environmental Professionals of Greater Philadelphia (The),13
376,Solar States,5
377,"South Jersey Environmental Justice Alliance, Inc.",1
377,"South Jersey Environmental Justice Alliance, Inc.",6
377,"South Jersey Environmental Justice Alliance, Inc.",9
377,"South Jersey Environmental Justice Alliance, Inc.",17
378,South Jersey Land & Water Trust,4
378,South Jersey Land & Water Trust,11
378,South Jersey Land & Water Trust,17
378,South Jersey Land & Water Trust,18
379,Southeastern PA Resource Conservation & Development Council,10
379,Southeastern PA Resource Conservation & Development Council,16
380,Spectrum Health Consulting,4
380,Spectrum Health Consulting,8
381,St. Paul's Episcopal Church,7
381,St. Paul's Episcopal Church,16
382,Step Corporation,1
382,Step Corporation,5
382,Step Corporation,16
383,Stroud Water Research Center,17
385,Student Environmental Action Coalition,6
387,Students for Environmental Action-Temple University,4
388,"Susquehanna Clean up Pick up, Inc.",6
388,"Susquehanna Clean up Pick up, Inc.",11
388,"Susquehanna Clean up Pick up, Inc.",14
388,"Susquehanna Clean up Pick up, Inc.",16
389,Sustainability Project (The),13
389,Sustainability Project (The),16
390,Sustainable Business Network of Greater Philadelphia (SBN),3
390,Sustainable Business Network of Greater Philadelphia (SBN),5
390,Sustainable Business Network of Greater Philadelphia (SBN),6
390,Sustainable Business Network of Greater Philadelphia (SBN),8
390,Sustainable Business Network of Greater Philadelphia (SBN),11
390,Sustainable Business Network of Greater Philadelphia (SBN),12
390,Sustainable Business Network of Greater Philadelphia (SBN),14
390,Sustainable Business Network of Greater Philadelphia (SBN),16
391,Sustainable Landscapes,11
391,Sustainable Landscapes,17
391,Sustainable Landscapes,18
392,"Sustainable Lawrence, Inc.",16
393,Sustainable Solutions Corporation,2
393,Sustainable Solutions Corporation,3
393,Sustainable Solutions Corporation,5
393,Sustainable Solutions Corporation,14
393,Sustainable Solutions Corporation,16
393,Sustainable Solutions Corporation,17
394,Sustainable Upper Dublin Syndicate,5
394,Sustainable Upper Dublin Syndicate,16
394,Sustainable Upper Dublin Syndicate,17
394,Sustainable Upper Dublin Syndicate,18
395,Sustaining Creation Task Force of Neighborhood Interfaith Movement,7
396,SustainUS Philly,1
396,SustainUS Philly,2
396,SustainUS Philly,3
396,SustainUS Philly,4
396,SustainUS Philly,5
396,SustainUS Philly,6
396,SustainUS Philly,8
396,SustainUS Philly,9
396,SustainUS Philly,10
396,SustainUS Philly,11
396,SustainUS Philly,12
396,SustainUS Philly,13
396,SustainUS Philly,14
396,SustainUS Philly,16
